0/2023,6:48:58,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
148626,6/30/2023,8:37:54,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148627,6/30/2023,8:38:12,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
148628,6/30/2023,8:38:57,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148629,6/30/2023,8:38:57,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
148630,6/30/2023,8:40:28,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
148631,6/30/2023,8:40:28,2,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
148632,6/30/2023,8:40:46,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
148633,6/30/2023,8:41:39,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
148634,6/30/2023,8:43:01,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
148635,6/30/2023,8:43:01,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
148636,6/30/2023,8:43:29,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
148637,6/30/2023,8:43:47,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
148638,6/30/2023,8:43:53,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148639,6/30/2023,8:43:53,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
148640,6/30/2023,8:44:07,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
148641,6/30/2023,8:44:30,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
148642,6/30/2023,8:44:57,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
148643,6/30/2023,8:45:01,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
148644,6/30/2023,8:46:45,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148645,6/30/2023,8:46:45,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
148646,6/30/2023,8:47:22,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
148647,6/30/2023,8:47:24,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148648,6/30/2023,8:47:24,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
148649,6/30/2023,8:47:24,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
148650,6/30/2023,8:47:51,3,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
148651,6/30/2023,8:48:06,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
148652,6/30/2023,8:48:11,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
148653,6/30/2023,8:48:31,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
148654,6/30/2023,8:48:42,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148655,6/30/2023,8:48:58,3,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
148656,6/30/2023,8:50:06,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
148657,6/30/2023,8:50:28,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148658,6/30/2023,8:50:56,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
148659,6/30/2023,8:51:25,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
148660,6/30/2023,8:53:15,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
148661,6/30/2023,8:54:26,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
148662,6/30/2023,8:54:26,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
148663,6/30/2023,8:54:26,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
148664,6/30/2023,8:54:44,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
148665,6/30/2023,8:54:44,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
148666,6/30/2023,8:56:01,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
148667,6/30/2023,8:56:07,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
148668,6/30/2023,8:57:11,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
148669,6/30/2023,8:58:08,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
148670,6/30/2023,8:58:17,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
148671,6/30/2023,8:58:56,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
148672,6/30/2023,8:58:56,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
148673,6/30/2023,8:58:56,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
148674,6/30/2023,8:58:59,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
148675,6/30/2023,8:59:40,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
148676,6/30/2023,9:00:02,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148677,6/30/2023,9:00:04,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
148678,6/30/2023,9:00:23,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
148679,6/30/2023,9:00:40,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
148680,6/30/2023,9:00:55,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148681,6/30/2023,9:00:55,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
148682,6/30/2023,9:00:58,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148683,6/30/2023,9:01:58,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
148684,6/30/2023,9:02:00,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
148685,6/30/2023,9:02:02,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
148686,6/30/2023,9:04:12,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
148687,6/30/2023,9:04:47,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
148688,6/30/2023,9:04:47,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
148689,6/30/2023,9:05:12,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
148690,6/30/2023,9:05:15,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
148691,6/30/2023,9:06:18,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
148692,6/30/2023,9:06:18,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
148693,6/30/2023,9:06:18,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
148694,6/30/2023,9:06:28,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
148695,6/30/2023,9:07:52,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
148696,6/30/2023,9:08:18,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
148697,6/30/2023,9:08:57,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
148698,6/30/2023,9:09:18,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
148699,6/30/2023,9:09:35,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
148700,6/30/2023,9:09:35,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
148701,6/30/2023,9:09:42,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
148702,6/30/2023,9:10:42,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
148703,6/30/2023,9:11:01,3,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
148704,6/30/2023,9:11:01,1,5,Lower Manhattan,6,21,Coffee beans,Gourmet Beans,Ethiopia
148705,6/30/2023,9:12:12,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
148706,6/30/2023,9:12:13,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
148707,6/30/2023,9:12:13,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
148708,6/30/2023,9:12:29,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
148709,6/30/2023,9:13:06,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
148710,6/30/2023,9:13:06,2,5,Lower Manhattan,1,18,Coffee beans,Organic Beans,Brazilian - Organic
148711,6/30/2023,9:13:16,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
148712,6/30/2023,9:13:16,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
148713,6/30/2023,9:14:17,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
148714,6/30/2023,9:14:24,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
148715,6/30/2023,9:15:00,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
148716,6/30/2023,9:15:00,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
148717,6/30/2023,9:15:44,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
148718,6/30/2023,9:17:00,3,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
148719,6/30/2023,9:17:11,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
148720,6/30/2023,9:17:11,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
148721,6/30/2023,9:17:11,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
148722,6/30/2023,9:17:44,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
148723,6/30/2023,9:17:54,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
148724,6/30/2023,9:18:31,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
148725,6/30/2023,9:18:31,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
148726,6/30/2023,9:18:33,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
148727,6/30/2023,9:19:10,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148728,6/30/2023,9:19:10,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
148729,6/30/2023,9:19:23,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
148730,6/30/2023,9:19:23,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
148731,6/30/2023,9:19:26,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
148732,6/30/2023,9:21:52,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
148733,6/30/2023,9:22:12,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
148734,6/30/2023,9:22:16,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
148735,6/30/2023,9:22:16,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone
148736,6/30/2023,9:23:04,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
148737,6/30/2023,9:23:15,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
148738,6/30/2023,9:23:15,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
148739,6/30/2023,9:23:22,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
148740,6/30/2023,9:23:45,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
148741,6/30/2023,9:23:51,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148742,6/30/2023,9:24:37,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
148743,6/30/2023,9:24:37,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
148744,6/30/2023,9:24:59,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
148745,6/30/2023,9:25:42,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
148746,6/30/2023,9:25:42,1,5,Lower Manhattan,83,14,Branded,Housewares,I Need My Bean! Latte cup
148747,6/30/2023,9:26:28,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
148748,6/30/2023,9:26:28,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
148749,6/30/2023,9:26:37,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148750,6/30/2023,9:26:37,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
148751,6/30/2023,9:26:52,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
148752,6/30/2023,9:26:52,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
148753,6/30/2023,9:26:54,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
148754,6/30/2023,9:27:51,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
148755,6/30/2023,9:29:10,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
148756,6/30/2023,9:29:39,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
148757,6/30/2023,9:30:28,3,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
148758,6/30/2023,9:30:38,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
148759,6/30/2023,9:31:12,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
148760,6/30/2023,9:31:20,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
148761,6/30/2023,9:32:15,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
148762,6/30/2023,9:32:53,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
148763,6/30/2023,9:33:37,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148764,6/30/2023,9:33:40,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
148765,6/30/2023,9:34:30,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
148766,6/30/2023,9:35:57,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
148767,6/30/2023,9:36:03,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
148768,6/30/2023,9:36:03,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
148769,6/30/2023,9:36:08,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
148770,6/30/2023,9:36:08,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
148771,6/30/2023,9:36:36,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
148772,6/30/2023,9:36:46,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
148773,6/30/2023,9:36:46,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
148774,6/30/2023,9:36:48,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
148775,6/30/2023,9:36:50,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
148776,6/30/2023,9:37:07,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
148777,6/30/2023,9:38:09,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
148778,6/30/2023,9:39:12,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
148779,6/30/2023,9:39:12,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
148780,6/30/2023,9:39:57,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
148781,6/30/2023,9:40:18,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
148782,6/30/2023,9:40:47,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
148783,6/30/2023,9:41:22,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
148784,6/30/2023,9:41:23,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone
148785,6/30/2023,9:41:56,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
148786,6/30/2023,9:42:12,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
148787,6/30/2023,9:42:12,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
148788,6/30/2023,9:42:52,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
148789,6/30/2023,9:42:52,1,5,Lower Manhattan,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River
148790,6/30/2023,9:42:52,1,5,Lower Manhattan,9,12,Coffee beans,Organic Beans,Organic Decaf Blend
148791,6/30/2023,9:43:16,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
148792,6/30/2023,9:43:17,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
148793,6/30/2023,9:43:17,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
148794,6/30/2023,9:44:31,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
148795,6/30/2023,9:44:31,2,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
148796,6/30/2023,9:44:51,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
148797,6/30/2023,9:45:04,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148798,6/30/2023,9:45:04,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
148799,6/30/2023,9:45:04,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
148800,6/30/2023,9:45:47,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
148801,6/30/2023,9:46:06,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
148802,6/30/2023,9:46:06,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
148803,6/30/2023,9:46:13,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
148804,6/30/2023,9:46:42,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
148805,6/30/2023,9:46:42,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
148806,6/30/2023,9:47:25,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
148807,6/30/2023,9:47:29,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
148808,6/30/2023,9:47:39,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
148809,6/30/2023,9:47:44,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
148810,6/30/2023,9:48:56,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
148811,6/30/2023,9:49:35,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
148812,6/30/2023,9:49:35,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
148813,6/30/2023,9:51:03,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
148814,6/30/2023,9:51:03,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
148815,6/30/2023,9:51:22,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
148816,6/30/2023,9:51:22,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
148817,6/30/2023,9:51:37,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
148818,6/30/2023,9:51:37,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
148819,6/30/2023,9:52:31,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148820,6/30/2023,9:53:18,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
148821,6/30/2023,9:53:40,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
148822,6/30/2023,9:54:07,3,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
148823,6/30/2023,9:54:07,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
148824,6/30/2023,9:54:07,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
148825,6/30/2023,9:54:08,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
148826,6/30/2023,9:54:22,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
148827,6/30/2023,9:54:22,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
148828,6/30/2023,9:55:00,3,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
148829,6/30/2023,9:55:00,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone 
148830,6/30/2023,9:55:13,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
148831,6/30/2023,9:55:13,1,8,Hell's Kitchen,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai
148832,6/30/2023,9:57:08,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
148833,6/30/2023,9:57:10,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
148834,6/30/2023,9:57:30,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
148835,6/30/2023,9:57:30,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
148836,6/30/2023,9:57:51,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
148837,6/30/2023,9:59:02,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
148838,6/30/2023,9:59:15,3,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
148839,6/30/2023,10:01:01,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148840,6/30/2023,10:01:01,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
148841,6/30/2023,10:01:21,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
148842,6/30/2023,10:01:21,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
148843,6/30/2023,10:01:46,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
148844,6/30/2023,10:01:46,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
148845,6/30/2023,10:01:49,3,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
148846,6/30/2023,10:01:49,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
148847,6/30/2023,10:03:52,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
148848,6/30/2023,10:04:15,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148849,6/30/2023,10:04:15,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
148850,6/30/2023,10:06:54,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
148851,6/30/2023,10:06:54,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
148852,6/30/2023,10:07:03,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
148853,6/30/2023,10:07:05,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
148854,6/30/2023,10:07:05,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
148855,6/30/2023,10:08:35,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
148856,6/30/2023,10:08:41,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
148857,6/30/2023,10:08:59,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
148858,6/30/2023,10:08:59,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
148859,6/30/2023,10:09:16,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
148860,6/30/2023,10:09:51,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
148861,6/30/2023,10:10:20,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
148862,6/30/2023,10:10:20,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
148863,6/30/2023,10:10:25,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
148864,6/30/2023,10:10:58,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
148865,6/30/2023,10:11:57,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
148866,6/30/2023,10:12:16,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
